city,timestamp,temperature,season
New York,2010-05-09,7.220655035202779,spring
New York,2010-05-10,3.8047092359445447,spring
New York,2010-05-11,9.223976517393641,spring
New York,2010-05-12,2.2373031984838576,spring
New York,2010-05-13,7.234374969572891,spring
New York,2010-05-14,7.155404467099915,spring
New York,2010-05-15,8.393906954469136,spring
New York,2010-05-16,11.985792429853902,spring
New York,2010-05-17,2.2110324141055795,spring
New York,2010-05-18,1.5123574706298086,spring
New York,2010-05-19,10.615646655092752,spring
New York,2010-05-20,7.5967075580565,spring
New York,2010-05-21,10.137050983896295,spring
New York,2010-05-22,4.411081929348628,spring
New York,2010-05-23,10.491288193273116,spring
New York,2010-05-24,7.846401247655034,spring
New York,2010-05-25,-2.4535453773066713,spring
New York,2010-05-26,4.185762589923807,spring
New York,2010-05-27,6.388381934690203,spring
New York,2010-05-28,6.32683092377912,spring
New York,2010-05-29,12.680045922571423,spring
New York,2010-05-30,8.047937081569293,spring
New York,2010-05-31,19.383107115108416,spring
New York,2010-06-01,22.947158657870983,summer
New York,2010-06-02,24.480281827693233,summer
New York,2010-06-03,28.537065257713756,summer
New York,2010-06-04,23.909398950952678,summer
New York,2010-06-05,28.03904273419903,summer
New York,2010-06-06,24.925531767504985,summer
New York,2010-06-07,29.577451220743015,summer
New York,2010-06-08,41.12201097933474,summer
New York,2010-06-09,20.277884476566317,summer
New York,2010-06-10,18.29738353130592,summer
New York,2010-06-11,26.690318681777086,summer
New York,2010-06-12,20.129769364139506,summer
New York,2010-06-13,14.028855514099254,summer
New York,2010-06-14,29.50434803904989,summer
New York,2010-06-15,33.233258024240044,summer
New York,2010-06-16,32.09322334972318,summer
New York,2010-06-17,15.41128875223629,summer
New York,2010-06-18,25.65951472314224,summer
New York,2010-06-19,19.372226054312627,summer
New York,2010-06-20,26.106948238497193,summer
New York,2010-06-21,16.020368888456936,summer
New York,2010-06-22,26.832792160301906,summer
New York,2010-06-23,22.376348738804747,summer
New York,2010-06-24,30.089181893216104,summer
New York,2010-06-25,24.098265034975952,summer
New York,2010-06-26,29.915529586639348,summer
New York,2010-06-27,23.83317519074463,summer
New York,2010-06-28,23.206962519007536,summer
New York,2010-06-29,31.84548813894694,summer
New York,2010-06-30,27.454804600087016,summer
New York,2010-07-01,25.8349686378989,summer
New York,2010-07-02,23.932095375797818,summer
New York,2010-07-03,17.633153209775944,summer
New York,2010-07-04,29.95373675942243,summer
New York,2010-07-05,21.71275206283094,summer
New York,2010-07-06,27.836752636121926,summer
New York,2010-07-07,27.280179255818876,summer
New York,2010-07-08,26.90120191274202,summer
New York,2010-07-09,27.67365734055261,summer
New York,2010-07-10,28.924317316733962,summer
New York,2010-07-11,21.415083909728246,summer
New York,2010-07-12,25.71923957431298,summer
New York,2010-07-13,15.003996636551514,summer
New York,2010-07-14,22.065304468359795,summer
New York,2010-07-15,28.68068460055369,summer
New York,2010-07-16,24.081176727535485,summer
New York,2010-07-17,24.035249220514515,summer
New York,2010-07-18,27.99620009727827,summer
New York,2010-07-19,22.864620801268675,summer
New York,2010-07-20,20.6203056966287,summer
New York,2010-07-21,23.41997924175775,summer
New York,2010-07-22,22.16935360302994,summer
New York,2010-07-23,20.09457400265205,summer
New York,2010-07-24,30.12255217659635,summer
New York,2010-07-25,31.559786103423093,summer
New York,2010-07-26,25.75870312825004,summer
New York,2010-07-27,24.254708209190078,summer
New York,2010-07-28,24.107584782890978,summer
New York,2010-07-29,25.64331769571689,summer
New York,2010-07-30,24.159413995859904,summer
New York,2010-07-31,21.65699339922744,summer
New York,2010-08-01,29.182736536700958,summer
New York,2010-08-02,26.815783457411733,summer
New York,2010-08-03,26.453604511387894,summer
New York,2010-08-04,13.913189000835649,summer
New York,2010-08-05,21.339237910473678,summer
New York,2010-08-06,27.648942109008225,summer
New York,2010-08-07,25.488347156176616,summer
New York,2010-08-08,28.96181469766252,summer
New York,2010-08-09,25.344151547634418,summer
New York,2010-08-10,27.22133376908632,summer
New York,2010-08-11,16.044066797576065,summer
New York,2010-08-12,21.090511608576108,summer
New York,2010-08-13,22.38509537872393,summer
New York,2010-08-14,23.690086172103285,summer
New York,2010-08-15,33.8434298982647,summer
New York,2010-08-16,18.237758086864833,summer
New York,2010-08-17,25.70336537175264,summer
New York,2010-08-18,23.71279485570379,summer
New York,2010-08-19,22.656661895853123,summer
New York,2010-08-20,19.634842206312275,summer
New York,2010-08-21,25.664485284575953,summer
New York,2010-08-22,16.690287124239624,summer
New York,2010-08-23,25.076920187469053,summer
New York,2010-08-24,17.581295012088937,summer
New York,2010-08-25,18.876668817061127,summer
New York,2010-08-26,20.274664719867452,summer
New York,2010-08-27,17.101883543162483,summer
New York,2010-08-28,25.11531386045968,summer
New York,2010-08-29,32.169803270561324,summer
New York,2010-08-30,18.53304248306275,summer
New York,2010-08-31,23.81814013986161,summer
New York,2010-09-01,10.67560389730425,autumn
New York,2010-09-02,15.903369077845833,autumn
New York,2010-09-03,18.82396558397237,autumn
New York,2010-09-04,18.61994965851626,autumn
New York,2010-09-05,16.12994911301362,autumn
New York,2010-09-06,18.671429866780684,autumn
New York,2010-09-07,19.36302712504179,autumn
New York,2010-09-08,14.54946498756831,autumn
New York,2010-09-09,12.21738101619913,autumn
New York,2010-09-10,6.048067029596499,autumn
New York,2010-09-11,11.749348563832168,autumn
New York,2010-09-12,17.9407621875871,autumn
New York,2010-09-13,20.865164171933777,autumn
New York,2010-09-14,8.632548396676391,autumn
New York,2010-09-15,11.524360627263178,autumn
New York,2010-09-16,23.99538110224697,autumn
New York,2010-09-17,11.933045943725606,autumn
New York,2010-09-18,12.280861392370696,autumn
New York,2010-09-19,21.485509251300584,autumn
New York,2010-09-20,15.832427222114246,autumn
New York,2010-09-21,15.814541992024468,autumn
New York,2010-09-22,11.999749172849388,autumn
New York,2010-09-23,13.772241396760721,autumn
New York,2010-09-24,5.818082101600419,autumn
New York,2010-09-25,16.870062173666238,autumn
New York,2010-09-26,19.817183059562723,autumn
New York,2010-09-27,13.348747118563608,autumn
New York,2010-09-28,15.566667623550577,autumn
New York,2010-09-29,9.340818781939033,autumn
New York,2010-09-30,18.4731944099814,autumn
New York,2010-10-01,16.101367537427148,autumn
New York,2010-10-02,7.533653745821065,autumn
New York,2010-10-03,17.09418325182342,autumn
New York,2010-10-04,3.8791393764880766,autumn
New York,2010-10-05,20.305941362142732,autumn
New York,2010-10-06,14.435765253720444,autumn
New York,2010-10-07,13.125105172202652,autumn
New York,2010-10-08,18.486929114033366,autumn
New York,2010-10-09,18.642718124134895,autumn
New York,2010-10-10,7.973025912883806,autumn
New York,2010-10-11,27.7174470507344,autumn
New York,2010-10-12,9.993030867335367,autumn
New York,2010-10-13,18.167167227978595,autumn
New York,2010-10-14,9.965702617011559,autumn
New York,2010-10-15,13.02939707316762,autumn
New York,2010-10-16,18.45507686350965,autumn
New York,2010-10-17,17.84462329541651,autumn
New York,2010-10-18,13.71048302848457,autumn
New York,2010-10-19,15.06845877195581,autumn
New York,2010-10-20,14.23792362362554,autumn
New York,2010-10-21,19.393010713395366,autumn
New York,2010-10-22,19.663481788232588,autumn
New York,2010-10-23,11.437162978119558,autumn
New York,2010-10-24,7.357387027527579,autumn
New York,2010-10-25,17.836723305629306,autumn
New York,2010-10-26,10.660618694588955,autumn
New York,2010-10-27,10.357819248750847,autumn
New York,2010-10-28,15.402608889497538,autumn
New York,2010-10-29,16.92729579752673,autumn
New York,2010-10-30,28.927165348300967,autumn
New York,2010-10-31,7.657633959692135,autumn
New York,2010-11-01,12.841135722441225,autumn
New York,2010-11-02,17.37916358056023,autumn
New York,2010-11-03,9.81310377824283,autumn
New York,2010-11-04,10.574522891810124,autumn
New York,2010-11-05,12.269854344676816,autumn
New York,2010-11-06,13.372913205977499,autumn
New York,2010-11-07,14.894851822589208,autumn
New York,2010-11-08,10.386873983539147,autumn
New York,2010-11-09,15.240792329338552,autumn
New York,2010-11-10,14.456340887156,autumn
New York,2010-11-11,13.164539359872258,autumn
New York,2010-11-12,9.455625350664741,autumn
New York,2010-11-13,9.819963703131993,autumn
New York,2010-11-14,7.783596571976638,autumn
New York,2010-11-15,15.366638352983182,autumn
New York,2010-11-16,12.492137818442071,autumn
New York,2010-11-17,15.21096039247716,autumn
New York,2010-11-18,14.598488483697606,autumn
New York,2010-11-19,14.38689009972473,autumn
New York,2010-11-20,12.861535292141914,autumn
New York,2010-11-21,11.690531529236903,autumn
New York,2010-11-22,12.195256918620313,autumn
New York,2010-11-23,14.875328422731368,autumn
New York,2010-11-24,11.34513894217441,autumn
New York,2010-11-25,5.860003467628278,autumn
New York,2010-11-26,9.48732028612282,autumn
New York,2010-11-27,18.00898127625727,autumn
New York,2010-11-28,8.999032393989005,autumn
New York,2010-11-29,16.839350384845364,autumn
New York,2010-11-30,8.355920495086064,autumn
New York,2010-12-01,-6.056215312471566,winter
New York,2010-12-02,1.6433230216047834,winter
New York,2010-12-03,4.46324549838128,winter
New York,2010-12-04,7.785114364384595,winter
New York,2010-12-05,-1.0550592898218434,winter
New York,2010-12-06,2.923749395980983,winter
New York,2010-12-07,10.861075835684682,winter
New York,2010-12-08,-7.3141664451401915,winter
New York,2010-12-09,5.473897836097141,winter
New York,2010-12-10,-0.7644017741509888,winter
New York,2010-12-11,-2.49111526445211,winter
New York,2010-12-12,8.972147995298865,winter
New York,2010-12-13,1.2511441423514393,winter
New York,2010-12-14,-4.577917808404004,winter
New York,2010-12-15,-1.473561542486708,winter
New York,2010-12-16,5.155656516489517,winter
New York,2010-12-17,-0.13412963647143758,winter
New York,2010-12-18,-1.554599224394734,winter
New York,2010-12-19,4.165280024825959,winter
New York,2010-12-20,-0.26366045201209404,winter
New York,2010-12-21,2.934755728539837,winter
New York,2010-12-22,3.6882552395587815,winter
New York,2010-12-23,1.0695233683075207,winter
New York,2010-12-24,1.8079199902294316,winter
New York,2010-12-25,-2.887885920723441,winter
New York,2010-12-26,-4.479914497996898,winter
New York,2010-12-27,-8.214480107377534,winter
New York,2010-12-28,0.5169825129613248,winter
New York,2010-12-29,-6.175204535209913,winter
New York,2010-12-30,2.4803604677675684,winter
New York,2010-12-31,-7.084081140305271,winter
New York,2011-01-01,1.7713332191751807,winter
New York,2011-01-02,-5.3264197571696315,winter
New York,2011-01-03,0.29119505759108594,winter
New York,2011-01-04,-2.6617549083343297,winter
New York,2011-01-05,-4.787258623511049,winter
New York,2011-01-06,13.887710263454515,winter
New York,2011-01-07,-6.456433910013853,winter
New York,2011-01-08,7.582494888009585,winter
New York,2011-01-09,1.0850220203792147,winter
New York,2011-01-10,5.814528492726154,winter
New York,2011-01-11,-2.841490165175319,winter
New York,2011-01-12,-1.865122058039531,winter
New York,2011-01-13,6.607949217620933,winter
New York,2011-01-14,-4.182782102797541,winter
New York,2011-01-15,-9.352162854472434,winter
New York,2011-01-16,2.185112077202405,winter
New York,2011-01-17,0.9120512370400911,winter
New York,2011-01-18,-1.5252587430289637,winter
New York,2011-01-19,6.1151244030463845,winter
New York,2011-01-20,-4.551149576633418,winter
New York,2011-01-21,-3.1941232091325706,winter
New York,2011-01-22,-1.574069935940926,winter
New York,2011-01-23,-9.754029781427052,winter
New York,2011-01-24,-1.4833527805297928,winter
New York,2011-01-25,-0.7133856244215904,winter
New York,2011-01-26,0.42000075267773795,winter
New York,2011-01-27,-4.443825533454827,winter
New York,2011-01-28,-0.9866835453651308,winter
New York,2011-01-29,-3.194821120802973,winter
New York,2011-01-30,-7.329205405758964,winter
New York,2011-01-31,-6.104196221253158,winter
New York,2011-02-01,-1.5479898180270992,winter
New York,2011-02-02,0.37200765343454667,winter
New York,2011-02-03,-8.785404161416391,winter
New York,2011-02-04,-1.4455402017303554,winter
New York,2011-02-05,1.0169401217106087,winter
New York,2011-02-06,2.924071530429875,winter
New York,2011-02-07,0.2741462117588538,winter
New York,2011-02-08,-1.6135896044806575,winter
New York,2011-02-09,-10.363924525183455,winter
New York,2011-02-10,-8.66742938800313,winter
New York,2011-02-11,7.023555682094384,winter
New York,2011-02-12,3.3773510073579227,winter
New York,2011-02-13,-0.20421114621866102,winter
New York,2011-02-14,-4.755357263727499,winter
New York,2011-02-15,10.780925504138617,winter
New York,2011-02-16,1.5741897536260219,winter
New York,2011-02-17,4.773352188004259,winter
New York,2011-02-18,-0.46138398108649037,winter
New York,2011-02-19,-0.8927396172333647,winter
New York,2011-02-20,2.1923369840130986,winter
New York,2011-02-21,-1.0030035612543138,winter
New York,2011-02-22,5.359766436146215,winter
New York,2011-02-23,2.0686969266196935,winter
New York,2011-02-24,1.0844765202023758,winter
New York,2011-02-25,9.514185891393351,winter
New York,2011-02-26,6.4638373192550755,winter
New York,2011-02-27,-10.880444236092213,winter
New York,2011-02-28,6.393351885648433,winter
New York,2011-03-01,11.637315430185595,spring
New York,2011-03-02,13.250800444878717,spring
New York,2011-03-03,11.09100557755335,spring
New York,2011-03-04,16.972070652814182,spring
New York,2011-03-05,18.59233941983057,spring
New York,2011-03-06,7.38514400767942,spring
New York,2011-03-07,18.74084987811424,spring
New York,2011-03-08,13.607103592683291,spring
New York,2011-03-09,9.327824302211344,spring
New York,2011-03-10,20.046826141241926,spring
New York,2011-03-11,15.16886782421319,spring
New York,2011-03-12,3.3555668506442684,spring
New York,2011-03-13,8.551352778444977,spring
New York,2011-03-14,17.333817829354665,spring
New York,2011-03-15,16.124490911026967,spring
New York,2011-03-16,11.05822285733875,spring
New York,2011-03-17,15.417491218403041,spring
New York,2011-03-18,3.0178637915572644,spring
New York,2011-03-19,8.208678546584293,spring
New York,2011-03-20,11.99680752349408,spring
New York,2011-03-21,6.164050558480333,spring
New York,2011-03-22,15.739181025163276,spring
New York,2011-03-23,14.517455447874852,spring
New York,2011-03-24,18.239590485152767,spring
New York,2011-03-25,9.538180093243597,spring
New York,2011-03-26,9.324904926032218,spring
New York,2011-03-27,17.078307503659826,spring
New York,2011-03-28,7.71446455336506,spring
New York,2011-03-29,4.726597419515377,spring
New York,2011-03-30,16.937019458008752,spring
New York,2011-03-31,8.409627037014095,spring
New York,2011-04-01,1.6985541799802597,spring
New York,2011-04-02,1.441239937259187,spring
New York,2011-04-03,13.064124909596293,spring
New York,2011-04-04,10.295211973851329,spring
New York,2011-04-05,9.378852438662761,spring
New York,2011-04-06,23.163001080765135,spring
New York,2011-04-07,19.944621051352556,spring
New York,2011-04-08,18.9422375419055,spring
New York,2011-04-09,13.878588439349244,spring
New York,2011-04-10,5.9329811628600675,spring
New York,2011-04-11,9.819388749915781,spring
New York,2011-04-12,8.009765929046717,spring
New York,2011-04-13,3.6746386130333537,spring
New York,2011-04-14,7.531852455176695,spring
New York,2011-04-15,9.331150902875837,spring
New York,2011-04-16,10.095944811795444,spring
New York,2011-04-17,18.05074525166868,spring
New York,2011-04-18,9.455372809224759,spring
New York,2011-04-19,6.140515827343727,spring
New York,2011-04-20,-0.7166629673355267,spring
New York,2011-04-21,18.695534501651505,spring
New York,2011-04-22,21.226320544630504,spring
New York,2011-04-23,6.586927303852308,spring
New York,2011-04-24,13.59173889946991,spring
New York,2011-04-25,6.768689681517323,spring
New York,2011-04-26,5.312813179418263,spring
New York,2011-04-27,12.472717922864575,spring
New York,2011-04-28,5.2567160562247714,spring
New York,2011-04-29,7.333723278498366,spring
New York,2011-04-30,11.682514450105936,spring
New York,2011-05-01,12.48108776246832,spring
New York,2011-05-02,1.0907126818876591,spring
New York,2011-05-03,8.281013098457661,spring
New York,2011-05-04,8.665042127208762,spring
New York,2011-05-05,6.872135963942128,spring
New York,2011-05-06,5.131545623944313,spring
New York,2011-05-07,16.84163464931507,spring
New York,2011-05-08,10.803046528864845,spring
New York,2011-05-09,-1.6098410897245472,spring
New York,2011-05-10,7.754709039396905,spring
New York,2011-05-11,11.38570603791355,spring
New York,2011-05-12,12.400107570209595,spring
New York,2011-05-13,9.013167592039576,spring
New York,2011-05-14,13.297926134919008,spring
New York,2011-05-15,10.667366635037883,spring
New York,2011-05-16,-1.1093562596355593,spring
New York,2011-05-17,0.5562719660273352,spring
New York,2011-05-18,7.784971487117111,spring
New York,2011-05-19,6.475978202410603,spring
New York,2011-05-20,11.856537823965304,spring
New York,2011-05-21,12.260243776490407,spring
New York,2011-05-22,13.733413617648292,spring
New York,2011-05-23,16.787681890140433,spring
New York,2011-05-24,8.179073017857611,spring
New York,2011-05-25,12.089064447065166,spring
New York,2011-05-26,5.648770315856204,spring
New York,2011-05-27,9.580978513592221,spring
New York,2011-05-28,14.864986197338183,spring
New York,2011-05-29,6.199726458597509,spring
New York,2011-05-30,11.22639541014249,spring
New York,2011-05-31,5.440657994300058,spring
New York,2011-06-01,23.725820045287364,summer
New York,2011-06-02,25.447533910905904,summer
New York,2011-06-03,20.046543087349665,summer
New York,2011-06-04,21.705669829376617,summer
New York,2011-06-05,26.183747323510833,summer
New York,2011-06-06,16.686717586562736,summer
New York,2011-06-07,27.273793791048824,summer
New York,2011-06-08,24.254498028816283,summer
New York,2011-06-09,27.719328920901837,summer
New York,2011-06-10,21.866941281977642,summer
New York,2011-06-11,24.88137856421129,summer
New York,2011-06-12,21.94682729937653,summer
New York,2011-06-13,33.51941141056564,summer
New York,2011-06-14,25.597785392803143,summer
New York,2011-06-15,13.39340909334135,summer
New York,2011-06-16,31.570067990773605,summer
New York,2011-06-17,25.943583918792243,summer
New York,2011-06-18,23.441230576014828,summer
New York,2011-06-19,23.108104666541045,summer
New York,2011-06-20,29.800628398597084,summer
New York,2011-06-21,16.6756096084994,summer
New York,2011-06-22,26.457041012264607,summer
New York,2011-06-23,26.397326233683337,summer
New York,2011-06-24,33.24727299274869,summer
New York,2011-06-25,32.0227446260918,summer
New York,2011-06-26,20.81267023436826,summer
New York,2011-06-27,17.181560466483916,summer
New York,2011-06-28,25.441673029380578,summer
New York,2011-06-29,22.4453756187863,summer
New York,2011-06-30,16.8107550900752,summer
New York,2011-07-01,32.20717499084049,summer
New York,2011-07-02,23.19912935982156,summer
New York,2011-07-03,19.850399110411587,summer
New York,2011-07-04,27.20222843040088,summer
New York,2011-07-05,20.541896006404368,summer
New York,2011-07-06,19.21555684545559,summer
New York,2011-07-07,19.614711612789804,summer
New York,2011-07-08,27.888630651626958,summer
New York,2011-07-09,25.623732487873678,summer
New York,2011-07-10,31.05713720039531,summer
New York,2011-07-11,35.90527822160668,summer
New York,2011-07-12,22.500378738696647,summer
New York,2011-07-13,15.023457481289498,summer
New York,2011-07-14,32.35059949186969,summer
New York,2011-07-15,25.777112943503944,summer
New York,2011-07-16,22.86802713878469,summer
New York,2011-07-17,25.441212043369944,summer
New York,2011-07-18,27.7418254470509,summer
New York,2011-07-19,30.421502614275333,summer
New York,2011-07-20,17.636400736839953,summer
New York,2011-07-21,14.875727682086508,summer
New York,2011-07-22,26.6392077888983,summer
New York,2011-07-23,17.185993051106138,summer
New York,2011-07-24,22.79798665898423,summer
New York,2011-07-25,19.195064861471103,summer
New York,2011-07-26,25.83043000364519,summer
New York,2011-07-27,35.14249460584493,summer
New York,2011-07-28,35.51865248274766,summer
New York,2011-07-29,22.219950142938448,summer
New York,2011-07-30,24.991407804561664,summer
New York,2011-07-31,29.447139795227297,summer
New York,2011-08-01,21.615995681058,summer
New York,2011-08-02,23.19262225466259,summer
New York,2011-08-03,20.82967186546094,summer
New York,2011-08-04,26.020802442274675,summer
New York,2011-08-05,28.583598420173672,summer
New York,2011-08-06,21.050003364610035,summer
New York,2011-08-07,22.807514539242426,summer
New York,2011-08-08,23.254408546362953,summer
New York,2011-08-09,29.781097093042646,summer
New York,2011-08-10,24.837502026470702,summer
New York,2011-08-11,19.232660299714095,summer
New York,2011-08-12,26.966167605938672,summer
New York,2011-08-13,25.23834047495407,summer
New York,2011-08-14,26.485322366968248,summer
New York,2011-08-15,21.57108715975215,summer
New York,2011-08-16,26.92346543062869,summer
New York,2011-08-17,25.714029040971013,summer
New York,2011-08-18,25.254181370432935,summer
New York,2011-08-19,29.507436944985596,summer
New York,2011-08-20,16.851177941815784,summer
New York,2011-08-21,24.16355383623165,summer
New York,2011-08-22,26.06161747895,summer
New York,2011-08-23,17.07244014025237,summer
New York,2011-08-24,28.176269181114655,summer
New York,2011-08-25,31.810931059170297,summer
New York,2011-08-26,22.166126922613408,summer
New York,2011-08-27,32.97614972665321,summer
New York,2011-08-28,25.936896839804074,summer
New York,2011-08-29,18.82590311248098,summer
New York,2011-08-30,25.764497945414682,summer
New York,2011-08-31,28.13971292322534,summer
New York,2011-09-01,5.620855406565411,autumn
New York,2011-09-02,17.046918079403646,autumn
New York,2011-09-03,22.27971907313855,autumn
New York,2011-09-04,21.17652953921448,autumn
New York,2011-09-05,14.203734784289836,autumn
New York,2011-09-06,18.613118363382,autumn
New York,2011-09-07,15.268896451789825,autumn
New York,2011-09-08,11.475745601952125,autumn
New York,2011-09-09,35.17670503240599,autumn
New York,2011-09-10,11.988491123494386,autumn
New York,2011-09-11,13.521018567242535,autumn
New York,2011-09-12,21.312089708935623,autumn
New York,2011-09-13,14.894430100084094,autumn
New York,2011-09-14,13.866292048113163,autumn
New York,2011-09-15,9.545499671733735,autumn
New York,2011-09-16,13.930417556664539,autumn
New York,2011-09-17,18.915958531069805,autumn
New York,2011-09-18,16.19919215382898,autumn
New York,2011-09-19,12.009302971453913,autumn
New York,2011-09-20,20.081815398133003,autumn
New York,2011-09-21,13.893227070646468,autumn
New York,2011-09-22,15.932327721510445,autumn
New York,2011-09-23,11.657148644888737,autumn
New York,2011-09-24,9.81419276994275,autumn
New York,2011-09-25,15.006872288033335,autumn
New York,2011-09-26,12.288321663926563,autumn
New York,2011-09-27,19.09338152864183,autumn
New York,2011-09-28,17.333369649794957,autumn
New York,2011-09-29,23.751623971173025,autumn
New York,2011-09-30,13.95368885210676,autumn
New York,2011-10-01,13.82954263663114,autumn
New York,2011-10-02,9.687824625381783,autumn
New York,2011-10-03,21.820491929689357,autumn
New York,2011-10-04,17.95144560593965,autumn
New York,2011-10-05,17.18968081701538,autumn
New York,2011-10-06,13.50424583149102,autumn
New York,2011-10-07,12.06837115572372,autumn
New York,2011-10-08,14.772130017503757,autumn
New York,2011-10-09,12.320870612391946,autumn
New York,2011-10-10,15.849033518965143,autumn
New York,2011-10-11,18.952441946036704,autumn
New York,2011-10-12,7.690887122580179,autumn
